V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17
V1	0	5	0	6	0	0	0	0	0	0	5	1	0	0	90	1	0
V2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	5
V4	6	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
V5	0	0	0	0	0	0	8	5	0	0	0	0	8	7	0	0	3
V6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8
V7	0	0	0	1	8	5	0	0	0	0	0	0	0	0	0	6	0
V8	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0
V9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
V10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
V11	5	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0
V12	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
V13	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	45	0
V14	0	0	1	1	7	0	0	0	0	0	5	0	0	0	0	0	0
V15	90	0	9	0	0	0	0	0	0	8	0	0	0	0	0	0	0
V16	1	0	0	0	0	0	6	0	0	0	0	0	45	0	0	0	0
V17	0	0	5	0	3	8	0	0	0	0	0	0	0	0	0	0	0
