V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17
V1	0	10	0	0	8	0	0	0	0	0	0	90	1	1	0	9	0
V2	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0
V3	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
V4	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	10	0
V5	8	0	9	0	0	3	0	0	0	0	0	0	0	0	3	0	6
V6	0	0	0	0	3	0	0	0	0	0	9	0	0	10	10	0	0
V7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
V8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0
V9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
V11	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	4
V12	90	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
V13	1	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0
V14	1	0	0	0	0	10	0	0	0	0	0	6	45	0	0	0	0
V15	0	0	0	0	3	10	0	4	0	0	0	0	0	0	0	0	0
V16	9	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
V17	0	0	0	0	6	0	3	0	0	0	4	0	0	0	0	0	0
