V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17
V1	0	5	7	0	4	1	0	0	0	0	0	0	0	90	1	0	0
V2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V3	7	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
V4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2
V5	4	0	11	1	0	0	0	0	0	0	0	0	4	0	0	0	1
V6	1	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0
V7	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0
V8	0	0	0	0	0	0	0	0	9	5	6	0	0	0	0	0	0
V9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
V10	0	0	0	0	0	0	4	5	0	0	0	0	0	0	2	0	0
V11	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0
V12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0
V13	0	0	0	0	4	8	0	0	0	0	4	0	0	0	0	0	0
V14	90	0	0	0	0	2	2	0	0	0	0	0	0	0	0	4	0
V15	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	45
V16	0	0	0	1	0	0	0	0	0	0	0	7	0	4	0	0	0
V17	0	0	0	2	1	0	0	0	0	0	0	0	0	0	45	0	0
