V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17
V1	0	90	1	1	0	0	0	0	0	0	0	0	1	10	9	0	0
V2	90	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
V4	1	0	0	0	0	0	1	0	0	1	0	0	0	5	0	0	0
V5	0	0	1	0	0	11	5	0	0	0	2	1	0	0	0	0	0
V6	0	0	0	0	11	0	0	0	0	0	0	0	0	0	5	6	0
V7	0	0	0	1	5	0	0	0	0	0	0	0	0	9	0	8	0
V8	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
V9	0	0	0	0	0	0	0	0	0	9	0	9	0	0	0	0	3
V10	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	1	0
V11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
V12	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0
V13	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
V14	10	0	0	5	0	0	9	0	0	0	0	0	0	0	0	0	1
V15	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	45
V16	0	0	0	0	0	6	8	0	0	1	0	0	0	0	0	0	0
V17	0	0	0	0	0	0	0	0	3	0	0	0	0	1	45	0	0
