V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17
V1	0	0	0	0	1	11	3	0	0	90	0	4	0	0	1	0	0
V2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
V3	0	0	0	6	0	0	1	0	0	0	0	0	0	1	0	0	0
V4	0	0	6	0	0	0	0	0	1	0	0	0	0	7	0	3	0
V5	1	1	0	0	0	0	0	0	0	0	0	0	0	7	11	0	5
V6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
V7	3	0	1	0	0	0	0	0	0	0	8	0	0	0	0	4	0
V8	0	0	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0
V9	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	8	0
V10	90	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0
V11	0	0	0	0	0	0	8	0	0	6	0	0	0	0	0	0	0
V12	4	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
V13	0	2	0	0	0	0	0	0	0	0	0	10	0	0	0	0	5
V14	0	0	1	7	7	0	0	0	0	0	0	0	0	0	0	0	45
V15	1	0	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0
V16	0	0	0	3	0	0	4	0	8	0	0	0	0	0	0	0	0
V17	0	0	0	0	5	0	0	0	0	0	0	0	5	45	0	0	0
