V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17
V1	0	0	0	10	1	0	0	0	0	0	1	2	9	90	0	0	0
V2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0
V3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
V4	10	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
V5	1	0	0	0	0	0	0	0	0	11	3	0	2	0	0	2	0
V6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
V7	0	1	0	0	0	0	0	0	0	0	0	0	0	11	8	0	0
V8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
V9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
V10	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	3
V11	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
V12	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
V13	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
V14	90	0	3	0	0	0	11	0	0	0	0	7	0	0	0	0	0
V15	0	0	0	0	0	0	8	3	10	0	0	0	0	0	0	0	0
V16	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	45
V17	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	45	0
