V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17
V1	0	0	1	0	0	0	1	0	7	0	9	2	0	0	0	90	0
V2	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0
V3	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0
V4	0	0	0	0	0	1	2	2	0	0	0	0	0	1	0	0	0
V5	0	0	0	0	0	0	0	0	0	5	0	0	3	5	5	10	0
V6	0	0	4	1	0	0	0	0	0	0	0	0	0	10	9	0	0
V7	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7
V8	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
V9	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V10	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0
V11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V12	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
V13	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0
V14	0	0	0	1	5	10	0	0	0	3	0	0	0	0	0	0	0
V15	0	0	0	0	5	9	0	0	0	0	0	0	0	0	0	0	45
V16	90	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0
V17	0	0	0	0	0	0	7	4	0	0	0	0	0	0	45	0	0
