V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17
V1	0	0	0	1	3	5	0	0	10	0	1	0	0	0	0	0	90
V2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	8
V3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
V4	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	9	0
V5	3	1	0	0	0	0	2	0	0	0	0	0	3	3	0	0	0
V6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V7	0	0	0	0	2	0	0	0	5	5	0	0	0	0	0	0	0
V8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
V9	10	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0
V10	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	7	0
V11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8
V13	0	0	1	0	3	0	0	0	0	0	0	0	0	0	9	0	0
V14	0	0	0	0	3	0	0	5	0	0	0	0	0	0	45	10	0
V15	0	5	0	0	0	0	0	0	0	0	0	0	9	45	0	0	0
V16	0	0	0	9	0	0	0	0	0	7	0	0	0	10	0	0	0
V17	90	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
