V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17
V1	0	0	10	0	5	8	0	0	0	90	0	0	1	0	1	0	0
V2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
V3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
V4	0	7	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3
V5	5	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	8
V6	8	0	0	0	0	0	0	0	0	0	0	9	0	11	0	0	0
V7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
V8	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
V9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	5
V10	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V11	0	0	0	1	0	0	0	5	0	0	0	0	0	0	9	0	0
V12	0	0	0	0	0	9	0	0	0	0	0	0	11	0	0	0	0
V13	1	0	0	0	0	0	0	0	0	0	0	11	0	45	0	0	0
V14	0	0	0	0	1	11	7	0	0	0	0	0	45	0	0	0	0
V15	1	0	0	0	0	0	0	0	10	0	9	0	0	0	0	0	0
V16	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0
V17	0	0	0	3	8	0	0	0	5	0	0	0	0	0	0	0	0
