V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17
V1	0	0	0	0	7	0	2	1	0	0	0	0	90	0	0	10	1
V2	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	4
V3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
V4	0	1	0	0	1	0	0	0	0	0	6	0	0	0	1	0	0
V5	7	0	1	1	0	0	0	2	0	0	0	0	0	7	0	0	0
V6	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0
V7	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3
V8	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
V9	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V10	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
V11	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0
V12	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0
V13	90	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0
V14	0	0	0	0	7	9	0	0	0	0	0	0	0	0	45	3	0
V15	0	0	0	1	0	5	0	0	0	0	0	0	0	45	0	0	0
V16	10	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0
V17	1	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
