V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17
V1	0	0	0	0	90	6	0	1	0	0	0	0	0	0	1	9	5
V2	0	0	11	1	9	0	0	0	0	0	0	0	0	0	0	0	0
V3	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
V4	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
V5	90	9	1	0	0	0	0	0	0	0	2	0	0	0	0	0	3
V6	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	10	2
V7	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
V8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V9	0	0	0	0	0	4	0	0	0	0	2	0	0	6	0	0	0
V10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
V11	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
V12	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0
V13	0	0	0	1	0	0	9	0	0	0	0	0	0	9	0	0	0
V14	0	0	0	0	0	0	0	0	6	0	0	10	9	0	45	0	0
V15	1	0	0	0	0	0	0	0	0	2	0	0	0	45	0	0	0
V16	9	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0
V17	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
