V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17
V1	0	0	0	1	1	4	4	0	90	0	6	0	0	0	0	0	0
V2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0
V3	0	0	0	4	0	0	0	0	0	0	0	1	1	0	0	0	0
V4	1	0	4	0	1	0	0	0	0	0	0	5	0	0	0	0	0
V5	1	0	0	1	0	0	4	0	0	0	0	0	0	5	0	9	0
V6	4	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
V7	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6
V8	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	4	0
V9	90	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9
V10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	0	0
V11	6	0	0	0	0	0	0	0	9	0	0	0	0	5	0	0	0
V12	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
V13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0
V14	0	10	0	0	5	0	0	0	0	10	5	0	0	0	0	0	0
V15	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	45
V16	0	1	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0
V17	0	0	0	0	0	0	6	0	9	0	0	0	0	0	45	0	0
