V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17
V1	0	0	0	0	10	0	0	0	0	0	1	0	1	90	11	0	2
V2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
V3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
V4	0	0	0	0	0	0	0	0	0	4	1	0	0	1	1	0	0
V5	10	0	7	0	0	0	0	0	6	0	0	0	6	0	0	2	0
V6	0	1	0	0	0	0	6	0	0	0	0	0	0	10	0	0	9
V7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	5
V8	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0
V9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
V10	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
V11	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0
V12	0	0	0	0	0	0	0	0	0	0	0	0	1	45	0	0	0
V13	1	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0
V14	90	0	0	1	0	10	0	0	0	0	0	45	0	0	0	0	0
V15	11	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
V16	0	0	0	0	2	0	3	2	0	0	0	0	0	0	0	0	0
V17	2	0	0	0	0	9	5	0	0	0	0	0	0	0	0	0	0
