V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17
V1	0	0	0	0	0	7	11	1	90	0	1	0	0	10	0	0	0
V2	0	0	0	2	0	1	0	0	0	0	11	0	0	0	0	0	0
V3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
V4	0	2	0	0	0	7	0	0	0	1	0	0	0	0	0	1	0
V5	0	0	0	0	0	0	0	0	0	0	8	10	4	3	7	0	0
V6	7	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
V7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V8	1	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0
V9	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
V11	1	11	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
V12	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1
V13	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0
V14	10	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	6
V15	0	0	0	0	7	0	0	5	0	0	0	0	0	0	0	6	0
V16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	45
V17	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	45	0
