V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17
V1	0	0	90	9	10	1	1	0	0	0	0	0	0	2	0	0	0
V2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
V3	90	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
V4	9	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
V5	10	0	0	0	0	7	5	0	0	1	4	0	0	0	0	0	0
V6	1	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0
V7	1	0	0	1	5	0	0	0	0	0	0	2	0	0	0	0	0
V8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
V9	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0
V10	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	4
V11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
V12	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
V13	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	3	0
V14	2	0	0	0	0	0	0	0	4	0	0	0	0	0	1	5	0
V15	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	45
V16	0	10	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0
V17	0	0	0	1	0	0	0	0	0	4	0	0	0	0	45	0	0
